DateTime,players
2025-12-14,1585854.0
2025-12-15,1412566.0
2025-12-16,1383793.0
2025-12-17,1551616.0
2025-12-18,1517403.0
2025-12-19,1569939.0
2025-12-20,1533194.0
2025-12-21,1603583.0
2025-12-22,1448182.0
2025-12-23,1460391.0
2025-12-24,1601781.0
2025-12-25,1510359.0
2025-12-26,1589945.0
2025-12-27,1630561.0
2025-12-28,1596413.0
2025-12-29,1492628.0
2025-12-30,1511932.0
2025-12-31,1515495.0
